;contractingProcedureType;publicationDate;ccp;objectBriefDescription;initialContractualPrice;signingDate;id;contractFundamentationType;closeDate;causesDeadlineChange;causesPriceChange;frameworkAgreementProcedureId;frameworkAgreementProcedureDescription;increments;documents;invitees;observations;totalEffectivePrice;endOfContractType;contractingProcedureUrl;ambientCriteria;directAwardFundamentationType;announcementId;contestants;cpvsType;cpvsDesignation;cpvsValue;cocontratantes;aquisitionStateMemberUE;infoAquisitionStateMemberUE;groupMembers;normal;specialMeasures;regime;executionDeadline;contractTypeCS;executionPlace;centralizedProcedure;cpvs;income;nonWrittenContractJustificationTypes;contractStatus;materialCriteria;contractTypes;description;contractingNif;contractingDescription;contractingId;contractedNif;contractedDescription;contractedId;links_documentos
908;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436 -
Medicamentos para o Sistema nervoso Central ,2023/437 - Medicação Antialérgica medicação, vitaminas
e sais minerais e medicamentos usados no tratamento de intoxicações, 2023/481 – Medicamentos
Diversos ,2023/491 - Medicamentos do foro oncológico e imunomoduladores, 2023/492 - Medicamentos
anti-infeciosos, 2023/495 - Medicamentos do aparelho geniturinário, 2023/671 – Medicamentos
Diversos, 2024/780 - Medicamentos do aparelho locomotor, usados no tratamento das doenças
endócrinas e hormonas, 2024/0898 – Medicamentos analgésicos, antipiréticos e antidepressivos,
2024/1077 – Medicamentos Diversos (II) , 2025/1303 - Medicamentos Diversos, 2025/1428 –
Medicamentos antipsicóticos, anestésicos e relaxantes musculares , 2025/1439 – Corretivos da volémia,
solução para conservação de órgãos, hemodialise, hemofiltração e outras soluções estéreis e 2025/1627
– Medicamentos do aparelho cardiovascular para aquisição de Me";5.887,99 €;03-02-2026;13827369;Artigo 259.º do Código dos Contratos Públicos;;;;7734869;1627/2025 - Acordo quadro de medicamentos do aparelho cardiovascular;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/SW1rVkkzSUMxY2QwRG5TYnpONkUyMk5jQ0NYeDEwWFBXRFZQSmh5aWl0NEllRllTTVZ3d25oaVQ1ZW5ZN3A5NUxmWFFRUEs3QTlKQmtZV255UlJzNlE9PU9pbklG;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;5887.99 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;60 dias;False;Portugal, Braga, Guimarães;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436 - Medicamentos para o Sistema nervoso Central ,2023/437 - Medicação Antialérgica medicação, vitaminas e sais minerais e me;508080827;Unidade Local de Saúde do Alto Ave, E.P.E;54162;503934640;Cencora 3PL Portugal, S.A.;149803;
909;Consulta Prévia;05-03-2026;False;CONSULTA PRÉVIA PARA A PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE ESCOLAR;56.556,22 €;03-03-2026;13827360;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato.pdf', 'id': 2466217}];[];;;;https://community.vortal.biz/Public/public-tender-documents/RmlFdkZRYlYxdVFNNXMyVEZ5WGRncUI5RlhiS3p1Q1J0TXU5R3hUa0xodUtyR0J1U21qRTZuN2VFRTF0dlFldzg3b0czVTNybk9wK2lVY3VTZDM0b1E9PV9lK3Fo;False;Não aplicável;-1;[];Principal;Serviços de transporte rodoviário;56556.22 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;0 dias;False;Portugal, Porto, Penafiel;False;60100000-9;False;;;False;Aquisição de serviços;TRANSPORTE ESCOLAR;600074790;Agrupamento de Escolas de Pinheiro, Penafiel;33626;500728348;Valpi Bus - Alberto Pinto & Filhos Transportes Rodoviários, SA;1925;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466217&ext=.pdf
910;Contratação excluída II;05-03-2026;False;PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA O SERVIÇO DE CARDIOLOGIA PEDIÁTRICA  ;35.349,60 €;24-02-2026;13827356;artigo 6.º-A n.º 1 do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': '269X000048_DR. LEONARDO MACIEL.pdf', 'id': 2466216}];[];;;;;False;Não aplicável;-1;[{'nif': '519061535', 'description': 'LEONARDO MACIEL, UNIP., LDA.', 'id': 5423327}];Principal;Serviços de cardiologia;35349.6 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Lisboa, Lisboa;False;85121231-1;False;;;False;Aquisição de serviços;269X000048 - PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA O SERVIÇO DE CARDIOLOGIA PEDIÁTRICA  / DR. LEONARDO MACIEL;508481287;Unidade Local de Saúde de Santa Maria, EPE;50317;519061535;LEONARDO MACIEL, UNIP., LDA.;5423327;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466216&ext=.pdf
911;Concurso público;05-03-2026;False;CP-109/2025 - Projetos de repavimentação / pavimentação do Caminho Municipal 1059 e de Ruas de loteamento municipal  no Bairro da Liberdade, Piçarras;58.000,00 €;04-03-2026;13827343;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'CONTRATO_11_2026_base_.pdf', 'id': 2466215}];[];;;;https://community.vortal.biz/Public/public-tender-documents/R0VCUUJzVWY3b1FMZURZTHMvTWFUUzhIaFJ5d0QwSVZMMzhpSy9nYXJoOFpreTJXazFtT2g5VmxMY2pMZzJoQU9BRysvdFMyYVo0clk1T3licVMvdnc9PTFzcCFF;False;Não aplicável;430041;[];Principal;Serviços de engenharia;58000.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;179 dias;False;Portugal, Évora, Vendas Novas;False;71300000-1;False;;;False;Aquisição de serviços;CP-109/2025 - Projetos de repavimentação / pavimentação do Caminho Municipal 1059 e de Ruas de loteamento municipal  no Bairro da Liberdade, Piçarras;501177256;Município de Vendas Novas;2625;502021128;Proengel - Projectos de Engenharia e Arquitectura, Lda;38631;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466215&ext=.pdf
912;Ajuste Direto Regime Geral;05-03-2026;False;ADCM 0068/26 - MEDICAMENTOS DIVEROS;331,15 €;13-01-2026;13827313;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Equipamento médico, medicamentos e produtos para cuidados pessoais;331.15 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;20 dias;False;Portugal, Porto, Porto;False;33000000-0;False;Artigo 95.º, n.º 1, c), locação ou aquisição de bens móveis ou de serviços nos termos das alíneas i),ii),iii),cumulativamente;;True;Aquisição de bens móveis;"ADCM 0068/26
1020626
1018326
1020126
1018226
1020326
1019726
1019926
1019926
1019926
1018026
1020026
1021026
1019826
1020726
1017626
1018426
1019226
1018826
1019026
1019026
1019526
1017426
1017426
1017426
1019126
1019126
1019126
1019326
1019326
1021126
1018626
1018626
1018926
1018926
1018926
1020226
1017826
1017826
1018726
1020526
1020426
1019426
1020826
1017526
1019626
1018526
1018126
1017926
1020926
";506362299;Instituto Português de Oncologia do Porto Francisco Gentil, EPE;117335;501506543;B. Braun Medical, Unipessoal Lda.;1096;
913;Ajuste Direto Regime Geral;05-03-2026;False;"Aquisição de serviços de catering para a Conferência ""Ocean and Human Health""";5.480,00 €;04-03-2026;13827296;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de fornecimento de refeições (catering);5480.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );2 dias;False;Portugal, Lisboa, Lisboa;False;55520000-1;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;"Aquisição de serviços de catering para a Conferência ""Ocean and Human Health""";600082458;Gabinete de Planeamento, Políticas e Administração Geral;1937;514326891;Patrícia Santos Borges, Uni. Lda;2968892;
914;Ajuste Direto Regime Geral;05-03-2026;False;1-A prestação de serviços inclui a execução de serviços de limpeza/manutenção de ruas, espaços verdes, cemitérios e caminhos rurais, espaços estes que estão sob a administração e gestão da Junta de Freguesia de Paços.;10.000,00 €;09-02-2026;13827280;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'joão araujo.pdf', 'id': 2466214}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de agricultura, silvicultura, horticultura, aquicultura e apicultura;10000.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;334 dias;False;Portugal, Vila Real, Sabrosa;False;77000000-0;False;;;False;Aquisição de serviços;Aquisição de serviços de limpeza/manutenção de ruas, espaços verdes, cemitérios e caminhos rurais;507262956;Freguesia de Paços;775755;-;João António da Rocha Araújo;5555820;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466214&ext=.pdf
915;Ajuste Direto Regime Geral;05-03-2026;False;AD 35/2026/DICP -Tempestade Kristin-Aquisição de combustíveis e abastecimento descentralizado;148.085,03 €;04-03-2026;13827270;artigo 3.º n.º 2 do Decreto-Lei n.º 40-A/2026, de 13.02;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato  51 -2026-Combustiveis TK.RGPD.pdf', 'id': 2466213}];[];;;;https://www.anogov.com/cm-leiria/faces/app/acessoDocs.jsp?codigoAcesso=ssDhKFemgAdoBJgNe1zey0YERRyoSFLuPOl0IJZqC86ED6cfo4;False;Não aplicável;-1;[{'nif': '503997005', 'description': 'DCC - Distribuição Combustíveis do Centro, Lda', 'id': 1887986}];Principal;Gasóleo;148085.03 € ;False;False;;;True;;Decreto-Lei n.º 40-A/2026, de 13 de fevereiro;5 dias;False;Portugal, Leiria, Leiria;False;09134100-8;False;;;False;Aquisição de bens móveis;AD 35/2026/DICP -Tempestade Kristin-Aquisição de combustíveis e abastecimento descentralizado;505181266;Município de Leiria;361;503997005;DCC - Distribuição Combustíveis do Centro, Lda;1887986;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466213&ext=.pdf
916;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436; 2023/671; 2023/481; 2023/491; 2023/492; 2024/1077; 2024/899; 2024/782; 2025/1428; 2025/1589 e 2025/1627 para aquisição de medicamentos";3.554,93 €;12-02-2026;13827267;Artigo 259.º do Código dos Contratos Públicos;;;;7734901;1589/2025 - Acordo quadro de medicamentos diversos;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/bzNWNmRlNFhiTkhic1czV2FLQ0RvVHc2bFY0bzlXcmlkTHJVN0w4dkdQcm04NStwSnJZb3JxVnVyK3B3aUFXa0lWdEJ4VUt1TGRnRVBUWVVDakwzQmc9PWx2RjRL;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;3554.93 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;322 dias;False;Portugal, Porto, Porto;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436; 2023/671; 2023/481; 2023/491; 2023/492; 2024/1077; 2024/899; 2024/782; 2025/1428; 2025/1589 e 2025/1627 ";506362299;IPO Porto FG, EPE;117335;510452973;PLS Pharma Produtos Farmacêuticos, Ldª ;1318667;
917;Consulta Prévia;05-03-2026;False;Aquisição de Material de Stock – Sacos de Plásticos Polietileno de Baixa Densidade e Guardanapos;9.075,00 €;04-03-2026;13827257;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'contrato - base gov.pdf', 'id': 2466212}];[];;;;https://community.vortal.biz/Public/public-tender-documents/Q1B0SktncFZoUjVuOGdnRWpEYjJ5S25nTHFTYTZvamNRREdHUEJ0N3dBNllMektHcXVSbS9Ray9SeUdUclR3R25rNDN1allXTVpZblZCL3J0OUJ5Umc9PXl4WDkq;False;Não aplicável;-1;[];Principal;Sacos de polietileno para recolha de lixo e resíduos;9075.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;328 dias;False;Portugal, Beja, Almodovar;False;19640000-4;False;;;False;Aquisição de bens móveis;Aquisição de Material de Stock – Sacos de Plásticos Polietileno de Baixa Densidade e Guardanapos;506816184;Câmara Municipal de Almodôvar;3232;504002961;Papelpack - Equipamentos e Produtos de Higiene, Lda;34935;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466212&ext=.pdf
918;Ajuste Direto Regime Geral;05-03-2026;False;Fornecimento e Instalação de plataforma metálica do tipo mezanino, no pavilhão da serralharia mecânica.;18.085,17 €;03-03-2026;13827225;Artigo 19.º, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'ADG_10_2026_DMCG.pdf', 'id': 2466211}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1MTQ3MA;True;ausência de recursos próprios;-1;[{'nif': '502148454', 'description': 'COMEF - Construções Metálicas da Feira, Lda.', 'id': 265686}];Principal;Instalação de estruturas metálicas;18085.17 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;60 dias;False;Portugal, Porto, Porto;False;45223110-0;False;;;False;Empreitadas de obras públicas;ADG/10/2026/DMCG;501306099;Município do Porto;800;502148454;COMEF-CONSTRUÇÕES METALICAS DA FEIRA LDA;265686;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466211&ext=.pdf
919;Ajuste Direto Regime Geral;05-03-2026;False;"FORNECIMENTO DE BENS DE CONSUMO CORRENTE NECESSÁRIOS À PROSSECUÇÃO DAS ACTIVIDADES DA NMS|FCM
";19.900,00 €;05-03-2026;13827184;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'BaseGov.pdf', 'id': 2466210}];[];;;;;True;Não aplicável;-1;[];Principal;Produtos alimentares, bebidas, tabaco e produtos afins;19900.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );1032 dias;False;Portugal, Lisboa, Lisboa;False;15000000-8;False;;;False;Aquisição de bens móveis;"FORNECIMENTO DE BENS DE CONSUMO CORRENTE NECESSÁRIOS À PROSSECUÇÃO DAS ACTIVIDADES DA NMS|FCM
";501559094;Universidade Nova de Lisboa;9247;502011475;Modelo Continente Hipermercados, S.A;5865;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466210&ext=.pdf
920;Consulta Prévia;05-03-2026;False;ALUGUER DE EQUIPAMENTO, GIRATÓRIA DE RASTOS, CAMIÃO DE 3 EIXOS, PARA REGULARIZAÇÃO DE ESTRADAS DE TERRA BATIDA NA SERRA DA CABREIRA;8.650,00 €;02-03-2026;13827138;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_Proc_30_2026_BaseGov.pdf', 'id': 2466209}];[];;;;https://community.vortal.biz/Public/public-tender-documents/VEhCazZaVVZIS0ZjQUxLMFpkZFFLYVNrc3ZkVWVtZjlNazQ3ZFFpSHhDZEJZUVU1N2xPenp5cTRUUnV5RmorcFJ6OEk4SkpJYVNBelp3b1lpWUJ0UVE9PTJkcFA4;False;Não aplicável;-1;[];Principal;Aluguer de veículos industriais com condutor;8650.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;30 dias;False;Portugal, Braga, Vieira do Minho;False;60182000-7;False;;;False;Aquisição de serviços;ALUGUER DE EQUIPAMENTO, GIRATÓRIA DE RASTOS, CAMIÃO DE 3 EIXOS, PARA REGULARIZAÇÃO DE ESTRADAS DE TERRA BATIDA NA SERRA DA CABREIRA;506659682;Município de Vieira do Minho;3843;513103260;Antunes & Francisco, L.da;862468;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466209&ext=.pdf
921;Contratação excluída II;05-03-2026;False;REALIZACAO ANALISE GENETICA NGS SOMATICO;203.510,00 €;16-02-2026;13827116;artigo 6.º-A n.º 1 do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'contrato 372WC26 rasurado.pdf', 'id': 2466208}];[];;;;;False;Não aplicável;-1;[{'nif': '500065012', 'description': 'SYNLABHEALTH II, S.A.', 'id': 414063}, {'nif': '502246308', 'description': 'IPATIMUP - Instituto de Patologia e Imunologia Molecular da Universidade do Porto', 'id': 54}, {'nif': '501410961', 'description': 'Centro de Genética Clínica e Patologia, S.A. ', 'id': 399134}];Principal;Serviços de imagiologia médica;203510.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;337 dias;False;Portugal, Coimbra, Coimbra;False;85150000-5;False;;;False;Aquisição de serviços;REALIZACAO ANALISE GENETICA NGS SOMATICO;506361438;Instituto Português de Oncologia de Coimbra Francisco Gentil, EPE;6368;500065012;SYNLABHEALTH II, S.A.;414063;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466208&ext=.pdf
922;Ajuste Direto Regime Geral;05-03-2026;False;"PRC_0037/2026_EXP-RM - Aquisição de serviços de limpeza nas instalações das Redes
Municipais e CEX Douro Sul, da Águas do Norte, S.A.
";11.462,50 €;05-03-2026;13827102;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_PRC_0037_2026_Expurg..pdf', 'id': 2466207}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1Njg5NQ;False;ausência de recursos próprios;-1;[{'nif': '504613529', 'description': 'Aveiclean-Limpeza e Conservação Lda', 'id': 17737}];Principal | Suplementar;Produtos de limpeza e polimento | Serviços de limpeza de alojamentos, edifícios e janelas;1146.25 €  | 10316.25 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;108 dias;False;Portugal, Viseu, Lamego<BR/>Portugal, Viseu, Lamego<BR/>Portugal, Viseu, Armamar<BR/>Portugal, Porto, Amarante<BR/>Portugal, Porto, Baião<BR/>Portugal, Porto, Trofa<BR/>Portugal, Viseu, Cinfães<BR/>Portugal, Porto, Santo Tirso<BR/>Portugal, Viseu, Moimenta da Beira<BR/>Portugal, Braga, Celorico de Basto<BR/>Portugal, Aveiro, Arouca;False;39800000-0 | 90911000-6;False;;;False;Aquisição de serviços<br/>Aquisição de bens móveis;"PRC_0037/2026_EXP-RM - Aquisição de serviços de limpeza nas instalações das Redes
Municipais e CEX Douro Sul, da Águas do Norte, S.A.
";513606084;Águas do Norte, SA;784394;504613529;Aveiclean, Limpeza e Conservação, Lda.;17737;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466207&ext=.pdf
923;Concurso público;05-03-2026;False;1100010/2026 Pensos e Adesivos para 2026/2027;1.663,68 €;19-01-2026;13827085;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/MXh2enZsNkNoOHgrOXR2K0dyZzJRalE2TzBkMXkydDNFUTZIaXBtY2I2MlZHL1AvckhwQTlFMm9mWVo3cCtsNVBjUjAvOG9CTkNucjZJU0hTN2FJbnc9PTJLTUNW;False;Não aplicável;422962;[];Principal;Pensos adesivos;1663.68 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;730 dias;False;Portugal, Setúbal, Barreiro;False;33141111-1;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;1100010/2026 Pensos e Adesivos para 2026/2027;509186998;Unidade Local de Saúde do Arco Ribeirinho, E. P. E.;115927;503531588;Lusopalex - Produtos de Saude Unipessoal Lda;20077;
